trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
178,False,"{'a': 0.2, 'e': 0.1686381472685955}",30,10,23.934277946902505,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
179,False,"{'a': 0.2, 'e': 0.1669601696670407}",25,6,24.692091894815213,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.2, 'e': 0.16529888822158653}",20,0,-8.758289586067653,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
181,False,"{'a': 0.2, 'e': 0.16365413680270405}",20,9,8.693412956633242,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
182,False,"{'a': 0.2, 'e': 0.16202575093388075}",20,12,3.213165917769679,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
183,False,"{'a': 0.2, 'e': 0.16041356777517274}",25,1,5.180345500043133,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 0}",1
184,False,"{'a': 0.2, 'e': 0.15881742610692068}",20,3,29.918157423105296,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.2, 'e': 0.1572371663136276}",20,13,11.192932212152344,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.2, 'e': 0.1556726303679973}",25,16,13.714489580982361,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.2, 'e': 0.1541236618151314}",25,9,30.140672200707645,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.2, 'e': 0.15259010575688386}",25,13,10.931211527935046,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
189,False,"{'a': 0.2, 'e': 0.15107180883637084}",20,16,7.652559731043517,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.2, 'e': 0.14956861922263504}",20,8,7.849435783153062,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
191,False,"{'a': 0.2, 'e': 0.14808038659546244}",30,17,3.640006604517879,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
192,False,"{'a': 0.2, 'e': 0.14660696213035015}",30,8,2.2249543316202103,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",1
193,False,"{'a': 0.2, 'e': 0.14514819848362373}",30,12,5.724481091778035,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
194,False,"{'a': 0.2, 'e': 0.14370394977770293}",20,0,32.97259428655525,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
195,False,"{'a': 0.2, 'e': 0.1422740715865136}",25,7,31.89757434012342,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.2, 'e': 0.140858420921045}",20,11,1.4323064849857183,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
197,False,"{'a': 0.2, 'e': 0.13945685621505094}",30,20,17.87856557714762,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.2, 'e': 0.13806923731089282}",20,15,9.139161323446864,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.2, 'e': 0.13669542544552385}",20,0,-10.363993102532241,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
200,False,"{'a': 0.2, 'e': 0.1353352832366127}",20,14,13.326576030335897,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.2, 'e': 0.13398867466880493}",20,15,10.61165101390608,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.2, 'e': 0.13265546508012172}",20,9,-60.98515076957964,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 2}",1
203,False,"{'a': 0.2, 'e': 0.13133552114849303}",25,13,10.252156128884005,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
204,False,"{'a': 0.2, 'e': 0.1300287108784259}",20,14,12.327285639811178,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.2, 'e': 0.12873490358780423}",35,17,6.327962059885629,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
206,False,"{'a': 0.2, 'e': 0.12745396989482075}",20,0,34.70326933769838,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
207,False,"{'a': 0.2, 'e': 0.12618578170503877}",20,8,3.6741260712589385,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
208,False,"{'a': 0.2, 'e': 0.12493021219858241}",20,14,11.1986249794093,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.2, 'e': 0.12368713581745483}",20,6,21.341353245606186,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.2, 'e': 0.1224564282529819}",25,14,24.12950560937531,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.2, 'e': 0.12123796643338168}",25,14,22.840823338019497,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.2, 'e': 0.12003162851145673}",30,12,33.720015134733785,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.2, 'e': 0.11883729385240965}",25,15,10.436551920505336,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.2, 'e': 0.11765484302177918}",35,9,-7.661147985181609,"{0: 22, 1: 1, 2: 2, 3: 1, 4: 0}",1
215,False,"{'a': 0.2, 'e': 0.11648415777349697}",20,11,14.173916543319349,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.2, 'e': 0.11532512103806251}",30,13,2.577839764587109,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
217,False,"{'a': 0.2, 'e': 0.1141776169108365}",20,0,24.41493024802563,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
218,False,"{'a': 0.2, 'e': 0.11304153064044985}",25,10,16.272482900898066,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
219,False,"{'a': 0.2, 'e': 0.11191674861732888}",20,6,22.827291277376435,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.2, 'e': 0.11080315836233387}",25,11,0.1695851243553934,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
221,False,"{'a': 0.2, 'e': 0.10970064851551141}",30,11,-6.415016462952504,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
222,False,"{'a': 0.2, 'e': 0.10860910882495796}",25,13,11.431708631679651,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
223,False,"{'a': 0.2, 'e': 0.10752843013579495}",35,0,45.740325502716836,"{0: 34, 1: 0, 2: 1, 3: 0, 4: 0}",0
224,False,"{'a': 0.2, 'e': 0.1064585043792528}",25,8,28.436960566484277,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.2, 'e': 0.10539922456186433}",20,4,23.421960620008125,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.2, 'e': 0.104350484754765}",25,14,18.998763174776112,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.2, 'e': 0.1033121800831002}",30,8,38.472382224040814,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.2, 'e': 0.10228420671553744}",20,13,15.108170215792864,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.2, 'e': 0.1012664618538834}",20,0,29.478025357383206,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.2, 'e': 0.1002588437228037}",20,9,20.755690325228407,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.2, 'e': 0.09926125155964566}",25,15,18.696713169985962,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.2, 'e': 0.09827358560436154}",20,7,31.143573419007957,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.2, 'e': 0.09729574708953276}",20,0,18.41095675908992,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
234,False,"{'a': 0.2, 'e': 0.09632763823049303}",20,0,34.54238157681477,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.2, 'e': 0.09536916221554961}",30,20,6.102061505356344,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
236,False,"{'a': 0.2, 'e': 0.09442022319630235}",25,15,17.2777873906991,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.2, 'e': 0.09348072627805847}",20,4,-15.064740841506278,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
238,False,"{'a': 0.2, 'e': 0.09255057751034329}",25,14,20.65654361638473,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.2, 'e': 0.09162968387750484}",20,0,17.12969850493682,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
240,False,"{'a': 0.2, 'e': 0.09071795328941251}",25,18,11.963465191159164,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.2, 'e': 0.08981529457224763}",20,8,12.232566600026784,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
242,False,"{'a': 0.2, 'e': 0.08892161745938634}",30,24,12.555553205973844,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.2, 'e': 0.08803683258237255}",25,11,16.39697762652824,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.2, 'e': 0.0871608514619813}",25,1,36.93613608195646,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.2, 'e': 0.0862935864993705}",30,11,29.259099057175,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.2, 'e': 0.08543495096732123}",25,14,21.26282960392712,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.2, 'e': 0.08458485900156469}",20,7,21.857299813098646,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.2, 'e': 0.08374322559219596}",30,17,20.524409849503833,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.2, 'e': 0.08290996657517266}",20,9,13.812040214141492,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.2, 'e': 0.0820849986238988}",20,13,-1.7154149846669977,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
251,False,"{'a': 0.2, 'e': 0.08126823924089167}",30,20,13.237462707615101,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.2, 'e': 0.08045960674953244}",30,8,34.77595482134117,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.2, 'e': 0.07965902028589801}",30,17,22.85428472656282,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.2, 'e': 0.07886639979067495}",25,17,15.710766734438664,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.2, 'e': 0.07808166600115313}",20,7,10.388146141676884,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
256,False,"{'a': 0.2, 'e': 0.07730474044329974}",20,8,17.37040812710927,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.2, 'e': 0.07653554542391151}",20,16,8.359270751644846,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.2, 'e': 0.07577400402284548}",20,10,16.29697212612041,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.2, 'e': 0.07502004008532698}",20,14,13.505654707777392,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.2, 'e': 0.07427357821433388}",25,16,16.573533743037512,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.2, 'e': 0.0735345437630571}",20,11,15.50000057926488,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.2, 'e': 0.07280286282743559}",20,14,12.844493591857772,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.2, 'e': 0.0720784622387661}",20,10,20.791902925949433,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.2, 'e': 0.07136126955638605}",20,2,-9.869868035369253,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
265,False,"{'a': 0.2, 'e': 0.0706512130604296}",20,3,27.542164448891736,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.2, 'e': 0.06994822174465536}",20,0,31.166710446952187,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
267,False,"{'a': 0.2, 'e': 0.069252225309346}",25,17,13.55398328829572,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.2, 'e': 0.06856315415427791}",25,19,11.102587317245339,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.2, 'e': 0.06788093937176144}",20,12,15.675837799096456,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.2, 'e': 0.06720551273974976}",20,13,12.122509922365598,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.2, 'e': 0.06653680671501686}",25,15,19.03949511680709,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.2, 'e': 0.06587475442640295}",25,10,26.127823488719212,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.2, 'e': 0.06521928966812753}",20,10,17.510556970184336,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.2, 'e': 0.06457034689316847}",25,15,17.530362792634858,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.2, 'e': 0.06392786120670757}",25,11,19.961269184329698,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.2, 'e': 0.0632917683596407}",25,13,-22.288594608547616,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
277,False,"{'a': 0.2, 'e': 0.06266200474215315}",20,9,20.120230572694485,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.2, 'e': 0.06203850737735829}",25,9,33.18266013777847,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.2, 'e': 0.06142121391500013}",25,1,16.008303677798565,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 0}",1
280,False,"{'a': 0.2, 'e': 0.06081006262521795}",25,13,7.744050441048174,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
281,False,"{'a': 0.2, 'e': 0.06020499239237354}",30,5,29.754064458759423,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",1
282,False,"{'a': 0.2, 'e': 0.05960594270893937}",20,10,16.109386858076217,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.2, 'e': 0.05901285366944784}",30,5,23.061844139772433,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",1
284,False,"{'a': 0.2, 'e': 0.05842566596450083}",30,16,-28.820120480441354,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
285,False,"{'a': 0.2, 'e': 0.057844320874838456}",25,18,10.95439977749874,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.2, 'e': 0.05726876026546736}",25,18,14.58732489519192,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.2, 'e': 0.0566989265798469}",20,9,20.69197275648549,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.2, 'e': 0.056134762834133725}",20,10,19.1694544425541,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.2, 'e': 0.05557621261148306}",25,13,7.831337933791886,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
290,False,"{'a': 0.2, 'e': 0.05502322005640723}",25,13,25.585795272691268,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.2, 'e': 0.05447572986918986}",20,11,14.9541176848305,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.2, 'e': 0.05393368730035602}",20,10,17.51600439854878,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.2, 'e': 0.053397038145197084}",25,8,29.820522040278878,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.2, 'e': 0.05286572873835037}",30,13,34.513400608829876,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.2, 'e': 0.05233970594843238}",20,13,13.243184324098726,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.2, 'e': 0.05181891717272583}",20,13,-8.899167157131508,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
297,False,"{'a': 0.2, 'e': 0.05130331033191911}",30,13,10.522054020381166,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
298,False,"{'a': 0.2, 'e': 0.0507928338648985}",25,19,13.514043717220844,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.2, 'e': 0.050287436723591865}",20,15,-0.8557123054431952,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
300,False,"{'a': 0.2, 'e': 0.049787068367863944}",20,10,21.310335207973264,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.2, 'e': 0.04929167876046215}",20,12,16.402276662687076,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.2, 'e': 0.04880121836201296}",20,15,9.041267915411465,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.2, 'e': 0.04831563812606777}",25,14,20.96934943429383,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.2, 'e': 0.04783488949419837}",30,16,27.192593953186794,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.2, 'e': 0.04735892439114091}",20,10,15.878285419981557,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.2, 'e': 0.046887695219988486}",20,13,8.766773551517028,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.2, 'e': 0.04642115485743125}",20,12,16.191909348685055,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.2, 'e': 0.045959256649044204}",30,20,12.253198710183298,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.2, 'e': 0.04550195440462157}",25,0,25.35324378172085,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
310,False,"{'a': 0.2, 'e': 0.0450492023935578}",20,16,7.867712294559592,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.2, 'e': 0.044600955340274535}",30,20,18.06586879056876,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.2, 'e': 0.04415716841969286}",25,15,14.26957017272702,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.2, 'e': 0.04371779725275094}",20,12,14.54966061700167,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.2, 'e': 0.043282797901965896}",20,1,25.559089337776292,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.2, 'e': 0.04285212686704019}",25,3,41.35094787283683,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.2, 'e': 0.042425741080511385}",30,21,14.37298364167678,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.2, 'e': 0.04200359790344555}",30,16,26.61560864711283,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.2, 'e': 0.04158565512117316}",25,8,26.250830721442775,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.2, 'e': 0.04117187093906774}",20,8,17.198998779284203,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.2, 'e': 0.04076220397836621}",30,2,49.14261681437445,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.2, 'e': 0.04035661327203115}",20,0,26.01750807517007,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.2, 'e': 0.039955058260653896}",30,3,44.93954100392164,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.2, 'e': 0.039557498788398725}",25,9,-8.550094414193612,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
324,False,"{'a': 0.2, 'e': 0.039163895098987066}",20,5,4.918705918303287,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
325,False,"{'a': 0.2, 'e': 0.03877420783172201}",20,13,11.81771635885779,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.2, 'e': 0.038388398017552054}",25,13,21.214780188226136,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.2, 'e': 0.038006427075174314}",25,5,7.690898040539003,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
328,False,"{'a': 0.2, 'e': 0.0376282568071762}",25,11,29.63231034101614,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.2, 'e': 0.03725384939621581}",20,1,30.342845632105746,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.2, 'e': 0.036883167401239994}",20,6,22.410774214857625,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.2, 'e': 0.0365161737537404}",20,6,30.79394669074404,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.2, 'e': 0.03615283175404641}",25,9,18.30240426065101,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.2, 'e': 0.0357931050676553}",20,12,9.747347920323897,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.2, 'e': 0.03543695772159864}",25,8,20.834194175709996,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
335,False,"{'a': 0.2, 'e': 0.035084354100845025}",20,14,11.748271582888263,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.2, 'e': 0.03473525894473856}",20,15,9.076076277023338,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.2, 'e': 0.03438963734347271}",20,10,19.156298203419365,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.2, 'e': 0.034047454734599344}",20,14,10.863768864740639,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.2, 'e': 0.033708676899572396}",20,8,19.395543086334015,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.2, 'e': 0.03337326996032608}",20,10,19.79992738754585,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.2, 'e': 0.03304120037588693}",20,13,14.632720802368194,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.2, 'e': 0.03271243493901982}",20,14,9.412082648922963,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.2, 'e': 0.03238694077290704}",20,0,33.95799100967296,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
344,False,"{'a': 0.2, 'e': 0.03206468532786077}",30,12,32.53508779840716,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.2, 'e': 0.03174563637806794}",25,19,12.948628514470693,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.2, 'e': 0.03142976201836771}",25,4,34.431680332962515,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.2, 'e': 0.03111703066106086}",25,20,10.084847631156867,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.2, 'e': 0.030807411032751076}",30,8,26.084358341134983,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
349,False,"{'a': 0.2, 'e': 0.030500872171217483}",30,20,18.563423652253206,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.2, 'e': 0.0301973834223185}",35,13,-15.347436806765097,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
351,False,"{'a': 0.2, 'e': 0.029896914436926308}",20,1,28.722639307960517,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.2, 'e': 0.029599435167892}",20,12,11.431479303676094,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.2, 'e': 0.029304915867040746}",25,3,30.874560930924318,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.2, 'e': 0.029013327082197053}",35,21,27.217021521194955,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.2, 'e': 0.028724639654239423}",30,16,25.07248744075904,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.2, 'e': 0.028438824714184505}",20,14,12.206405119417806,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.2, 'e': 0.028155853680300096}",20,12,11.850747049893776,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.2, 'e': 0.027875698255247015}",30,18,22.517388120517655,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.2, 'e': 0.027598330423249287}",30,0,48.53675644297076,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
360,False,"{'a': 0.2, 'e': 0.02732372244729256}",30,24,13.988432282443469,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.2, 'e': 0.027051846866350416}",20,16,9.028589561864129,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.2, 'e': 0.026782676492638175}",30,17,23.827971075804143,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.2, 'e': 0.02651618440889418}",25,1,2.627303691393189,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 0}",1
